,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
23073,p,14.47,2,7,0,0,0,1,7,12.32,31.65,7,15,7,15,15,0,10,15,7,2
23074,p,12.31,2,7,0,0,0,1,7,11.19,31.94,7,15,7,15,15,0,10,15,7,2
23075,p,12.29,2,7,0,0,0,1,7,9.43,28.04,7,15,7,15,15,0,10,15,7,2
23076,p,9.62,2,7,0,0,0,1,7,11.11,26.22,7,15,7,15,15,0,10,15,7,2
23077,p,12.04,2,7,0,0,0,1,7,9.39,31.18,7,15,7,15,15,0,10,15,7,1
23078,p,10.68,2,7,0,0,0,1,7,9.28,30.54,7,15,7,15,15,0,10,15,7,2
23079,p,7.37,2,7,0,0,0,1,7,7.32,24.4,7,15,7,15,15,0,10,15,7,2
23080,p,10.7,2,7,0,0,0,1,7,10.33,27.85,7,15,7,15,15,0,10,15,7,1
23081,p,8.85,2,7,0,0,0,1,7,6.54,21.13,7,15,7,15,15,0,10,15,7,2
23082,p,10.99,2,7,0,0,0,1,7,10.19,29.62,7,15,7,15,15,0,10,15,7,1
23083,p,10.81,2,7,0,0,0,1,7,13.1,32.53,7,15,7,15,15,0,10,15,7,2
23084,p,11.82,2,7,0,0,0,1,7,11.29,33.85,7,15,7,15,15,0,10,15,7,1
23085,p,9.92,2,7,0,0,0,1,7,8.9,25.89,7,15,7,15,15,0,10,15,7,2
23086,p,9.86,2,7,0,0,0,1,7,9.86,27.02,7,15,7,15,15,0,10,15,7,1
23087,p,8.44,2,7,0,0,0,1,7,10.49,31.29,7,15,7,15,15,0,10,15,7,1
23088,p,10.25,2,7,0,0,0,1,7,10.3,27.33,7,15,7,15,15,0,10,15,7,2
23089,p,7.62,2,7,0,0,0,1,7,9.58,26.39,7,15,7,15,15,0,10,15,7,2
23090,p,11.11,2,7,0,0,0,1,7,9.81,28.31,7,15,7,15,15,0,10,15,7,1
23091,p,10.22,2,7,0,0,0,1,7,8.82,27.38,7,15,7,15,15,0,10,15,7,2
23092,p,8.37,2,7,0,0,0,1,7,11.07,27.47,7,15,7,15,15,0,10,15,7,2
23093,p,11.21,2,7,0,0,0,1,7,12.99,35.85,7,15,7,15,15,0,10,15,7,1
23094,p,9.2,2,7,0,0,0,1,7,8.71,26.49,7,15,7,15,15,0,10,15,7,1
23095,p,10.85,2,7,0,0,0,1,7,8.8,29.43,7,15,7,15,15,0,10,15,7,1
23096,p,11.8,2,7,0,0,0,1,7,10.78,30.74,7,15,7,15,15,0,10,15,7,1
23097,p,15.83,2,7,0,0,0,1,7,12.65,33.51,7,15,7,15,15,0,10,15,7,1
23098,p,9.37,2,7,0,0,0,1,7,9.53,24.75,7,15,7,15,15,0,10,15,7,2
23099,p,13.21,2,7,0,0,0,1,7,11.67,32.1,7,15,7,15,15,0,10,15,7,1
23100,p,12.04,2,7,0,0,0,1,7,9.29,29.46,7,15,7,15,15,0,10,15,7,1
23101,p,9.53,2,7,0,0,0,1,7,10.62,26.95,7,15,7,15,15,0,10,15,7,1
23102,p,12.65,2,7,0,0,0,1,7,12.8,31.93,7,15,7,15,15,0,10,15,7,2
23103,p,11.56,2,7,0,0,0,1,7,10.29,31.54,7,15,7,15,15,0,10,15,7,1
23104,p,8.4,2,7,0,0,0,1,7,7.41,21.96,7,15,7,15,15,0,10,15,7,2
23105,p,7.02,2,7,0,0,0,1,7,8.3,22.32,7,15,7,15,15,0,10,15,7,1
23106,p,10.92,2,7,0,0,0,1,7,11.36,33.8,7,15,7,15,15,0,10,15,7,1
23107,p,10.73,2,7,0,0,0,1,7,12.08,33.07,7,15,7,15,15,0,10,15,7,1
23108,p,10.17,2,7,0,0,0,1,7,10.55,29.45,7,15,7,15,15,0,10,15,7,2
23109,p,9.22,2,7,0,0,0,1,7,7.94,28.53,7,15,7,15,15,0,10,15,7,1
23110,p,11.75,2,7,0,0,0,1,7,8.93,25.83,7,15,7,15,15,0,10,15,7,2
23111,p,9.46,2,7,0,0,0,1,7,8.13,26.31,7,15,7,15,15,0,10,15,7,2
23112,p,10.67,2,7,0,0,0,1,7,10.33,30.56,7,15,7,15,15,0,10,15,7,1
23113,p,10.78,2,7,0,0,0,1,7,11.35,34.58,7,15,7,15,15,0,10,15,7,1
23114,p,12.11,2,7,0,0,0,1,7,11.76,34.02,7,15,7,15,15,0,10,15,7,2
23115,p,12.51,2,7,0,0,0,1,7,10.86,28.14,7,15,7,15,15,0,10,15,7,2
23116,p,12.09,2,7,0,0,0,1,7,11.48,34.79,7,15,7,15,15,0,10,15,7,2
23117,p,8.6,2,7,0,0,0,1,7,8.53,25.08,7,15,7,15,15,0,10,15,7,1
23118,p,8.62,2,7,0,0,0,1,7,12.12,29.42,7,15,7,15,15,0,10,15,7,1
23119,p,9.46,2,7,0,0,0,1,7,8.01,23.77,7,15,7,15,15,0,10,15,7,2
23120,p,8.82,2,7,0,0,0,1,7,9.46,28.1,7,15,7,15,15,0,10,15,7,2
23121,p,9.14,2,7,0,0,0,1,7,11.17,26.92,7,15,7,15,15,0,10,15,7,2
23122,p,8.08,2,7,0,0,0,1,7,9.53,30.72,7,15,7,15,15,0,10,15,7,1
23123,p,11.57,2,7,0,0,0,1,7,8.8,29.88,7,15,7,15,15,0,10,15,7,2
23124,p,11.71,2,7,0,0,0,1,7,11.67,28.3,7,15,7,15,15,0,10,15,7,2
23125,p,11.94,2,7,0,0,0,1,7,14.9,35.86,7,15,7,15,15,0,10,15,7,1
23126,p,10.56,2,7,0,0,0,1,7,9.68,33.95,7,15,7,15,15,0,10,15,7,2
23127,p,9.46,2,7,0,0,0,1,7,10.16,28.41,7,15,7,15,15,0,10,15,7,2
23128,p,9.37,2,7,0,0,0,1,7,11.1,29.8,7,15,7,15,15,0,10,15,7,1
23129,p,10.9,2,7,0,0,0,1,7,12.39,34.66,7,15,7,15,15,0,10,15,7,1
23130,p,8.75,2,7,0,0,0,1,7,10.71,33.43,7,15,7,15,15,0,10,15,7,2
23131,p,10.39,2,7,0,0,0,1,7,10.19,25.23,7,15,7,15,15,0,10,15,7,2
23132,p,7.83,2,7,0,0,0,1,7,8.73,25.43,7,15,7,15,15,0,10,15,7,2
23133,p,11.63,2,7,0,0,0,1,7,9.64,27.12,7,15,7,15,15,0,10,15,7,2
23134,p,11.46,2,7,0,0,0,1,7,11.78,31.07,7,15,7,15,15,0,10,15,7,1
23135,p,11.16,2,7,0,0,0,1,7,10.33,29.11,7,15,7,15,15,0,10,15,7,1
23136,p,7.52,2,7,0,0,0,1,7,7.62,22.87,7,15,7,15,15,0,10,15,7,1
23137,p,10.54,2,7,0,0,0,1,7,9.77,28.12,7,15,7,15,15,0,10,15,7,1
23138,p,13.45,2,7,0,0,0,1,7,13.15,32.5,7,15,7,15,15,0,10,15,7,2
23139,p,10.73,2,7,0,0,0,1,7,9.62,31.93,7,15,7,15,15,0,10,15,7,1
23140,p,9.57,2,7,0,0,0,1,7,9.21,28.79,7,15,7,15,15,0,10,15,7,2
23141,p,10.83,2,7,0,0,0,1,7,9.74,28.99,7,15,7,15,15,0,10,15,7,1
23142,p,13.59,2,7,0,0,0,1,7,11.44,32.94,7,15,7,15,15,0,10,15,7,2
23143,p,9.85,2,7,0,0,0,1,7,12.7,33.33,7,15,7,15,15,0,10,15,7,1
23144,p,10.1,2,7,0,0,0,1,7,14.74,33.58,7,15,7,15,15,0,10,15,7,2
23145,p,10.54,2,7,0,0,0,1,7,11.39,31.89,7,15,7,15,15,0,10,15,7,1
23146,p,10.94,2,7,0,0,0,1,7,9.4,27.44,7,15,7,15,15,0,10,15,7,1
23147,p,10.01,2,7,0,0,0,1,7,10.59,28.57,7,15,7,15,15,0,10,15,7,2
23148,p,9.01,2,7,0,0,0,1,7,10.12,31.59,7,15,7,15,15,0,10,15,7,2
23149,p,12.6,2,7,0,0,0,1,7,13.24,37.69,7,15,7,15,15,0,10,15,7,2
23150,p,13.07,2,7,0,0,0,1,7,12.75,36.76,7,15,7,15,15,0,10,15,7,2
23151,p,12.14,2,7,0,0,0,1,7,12.08,32.83,7,15,7,15,15,0,10,15,7,2
23152,p,12.37,2,7,0,0,0,1,7,11.37,32.43,7,15,7,15,15,0,10,15,7,1
23153,p,11.93,2,7,0,0,0,1,7,11.85,31.21,7,15,7,15,15,0,10,15,7,2
23154,p,11.27,2,7,0,0,0,1,7,11.92,34.01,7,15,7,15,15,0,10,15,7,2
23155,p,11.54,2,7,0,0,0,1,7,8.87,31.47,7,15,7,15,15,0,10,15,7,2
23156,p,9.88,2,7,0,0,0,1,7,10.02,30.81,7,15,7,15,15,0,10,15,7,2
23157,p,11.78,2,7,0,0,0,1,7,9.86,29.04,7,15,7,15,15,0,10,15,7,1
23158,p,10.49,2,7,0,0,0,1,7,10.75,27.5,7,15,7,15,15,0,10,15,7,2
23159,p,7.34,2,7,0,0,0,1,7,9.48,31.09,7,15,7,15,15,0,10,15,7,1
23160,p,11.49,2,7,0,0,0,1,7,7.4,23.99,7,15,7,15,15,0,10,15,7,2
23161,p,11.04,2,7,0,0,0,1,7,11.85,35.61,7,15,7,15,15,0,10,15,7,1
23162,p,11.8,2,7,0,0,0,1,7,11.53,31.25,7,15,7,15,15,0,10,15,7,2
23163,p,8.07,2,7,0,0,0,1,7,6.13,22.54,7,15,7,15,15,0,10,15,7,2
23164,p,10.37,2,7,0,0,0,1,7,10.58,30.34,7,15,7,15,15,0,10,15,7,1
23165,p,10.66,2,7,0,0,0,1,7,10.79,28.81,7,15,7,15,15,0,10,15,7,1
23166,p,13.23,2,7,0,0,0,1,7,11.28,32.11,7,15,7,15,15,0,10,15,7,2
23167,p,8.35,2,7,0,0,0,1,7,8.09,23.95,7,15,7,15,15,0,10,15,7,1
23168,p,9.73,2,7,0,0,0,1,7,9.01,26.92,7,15,7,15,15,0,10,15,7,2
23169,p,9.45,2,7,0,0,0,1,7,12.12,31.34,7,15,7,15,15,0,10,15,7,1
23170,p,10.47,2,7,0,0,0,1,7,11.35,29.89,7,15,7,15,15,0,10,15,7,2
23171,p,9.79,2,7,0,0,0,1,7,9.17,29.65,7,15,7,15,15,0,10,15,7,2
23172,p,10.08,2,7,0,0,0,1,7,12.38,29.09,7,15,7,15,15,0,10,15,7,2
23173,p,11.53,2,7,0,0,0,1,7,13.42,34.75,7,15,7,15,15,0,10,15,7,2
23174,p,12.11,2,7,0,0,0,1,7,8.88,29.77,7,15,7,15,15,0,10,15,7,2
23175,p,11.2,2,7,0,0,0,1,7,11.85,29.9,7,15,7,15,15,0,10,15,7,2
23176,p,11.41,2,7,0,0,0,1,7,8.74,27.65,7,15,7,15,15,0,10,15,7,2
23177,p,10.08,2,7,0,0,0,1,7,10.56,31.83,7,15,7,15,15,0,10,15,7,2
23178,p,12.39,2,7,0,0,0,1,7,10.75,36.28,7,15,7,15,15,0,10,15,7,1
23179,p,12.63,2,7,0,0,0,1,7,11.49,35.15,7,15,7,15,15,0,10,15,7,2
23180,p,10.14,2,7,0,0,0,1,7,10.08,31.13,7,15,7,15,15,0,10,15,7,2
23181,p,11.09,2,7,0,0,0,1,7,10.76,29.34,7,15,7,15,15,0,10,15,7,2
23182,p,10.16,2,7,0,0,0,1,7,11.08,27.62,7,15,7,15,15,0,10,15,7,2
23183,p,12.24,2,7,0,0,0,1,7,10.59,28.5,7,15,7,15,15,0,10,15,7,1
23184,p,10.97,2,7,0,0,0,1,7,11.12,27.69,7,15,7,15,15,0,10,15,7,1
23185,p,11.08,2,7,0,0,0,1,7,7.43,25.5,7,15,7,15,15,0,10,15,7,1
23186,p,10.79,2,7,0,0,0,1,7,11.66,29.13,7,15,7,15,15,0,10,15,7,1
23187,p,11.67,2,7,0,0,0,1,7,9.94,31.0,7,15,7,15,15,0,10,15,7,2
23188,p,12.09,2,7,0,0,0,1,7,10.43,27.6,7,15,7,15,15,0,10,15,7,1
23189,p,8.55,2,7,0,0,0,1,7,9.23,24.78,7,15,7,15,15,0,10,15,7,1
23190,p,12.84,2,7,0,0,0,1,7,11.34,32.44,7,15,7,15,15,0,10,15,7,2
23191,p,8.09,2,7,0,0,0,1,7,7.89,26.67,7,15,7,15,15,0,10,15,7,2
23192,p,11.11,2,7,0,0,0,1,7,14.29,31.73,7,15,7,15,15,0,10,15,7,2
23193,p,10.19,2,7,0,0,0,1,7,9.24,25.5,7,15,7,15,15,0,10,15,7,1
23194,p,10.29,2,7,0,0,0,1,7,10.79,31.25,7,15,7,15,15,0,10,15,7,2
23195,p,10.03,2,7,0,0,0,1,7,9.08,30.1,7,15,7,15,15,0,10,15,7,1
23196,p,10.63,2,7,0,0,0,1,7,12.04,30.38,7,15,7,15,15,0,10,15,7,2
23197,p,11.24,2,7,0,0,0,1,7,8.98,29.52,7,15,7,15,15,0,10,15,7,1
23198,p,11.46,2,7,0,0,0,1,7,13.16,33.88,7,15,7,15,15,0,10,15,7,1
23199,p,9.08,2,7,0,0,0,1,7,9.54,27.08,7,15,7,15,15,0,10,15,7,2
23200,p,10.2,2,7,0,0,0,1,7,10.09,28.69,7,15,7,15,15,0,10,15,7,2
23201,p,8.07,2,7,0,0,0,1,7,8.72,29.26,7,15,7,15,15,0,10,15,7,2
23202,p,9.36,2,7,0,0,0,1,7,10.48,28.33,7,15,7,15,15,0,10,15,7,1
23203,p,10.09,2,7,0,0,0,1,7,10.05,30.33,7,15,7,15,15,0,10,15,7,2
23204,p,9.44,2,7,0,0,0,1,7,10.48,28.62,7,15,7,15,15,0,10,15,7,1
23205,p,11.51,2,7,0,0,0,1,7,11.65,32.06,7,15,7,15,15,0,10,15,7,2
23206,p,8.6,2,7,0,0,0,1,7,12.03,30.33,7,15,7,15,15,0,10,15,7,2
23207,p,11.71,2,7,0,0,0,1,7,9.5,27.68,7,15,7,15,15,0,10,15,7,1
23208,p,8.78,2,7,0,0,0,1,7,8.9,26.38,7,15,7,15,15,0,10,15,7,2
23209,p,7.83,2,7,0,0,0,1,7,6.98,25.53,7,15,7,15,15,0,10,15,7,2
23210,p,10.7,2,7,0,0,0,1,7,11.07,31.88,7,15,7,15,15,0,10,15,7,2
23211,p,9.27,2,7,0,0,0,1,7,11.46,32.54,7,15,7,15,15,0,10,15,7,2
23212,p,9.16,2,7,0,0,0,1,7,10.07,32.22,7,15,7,15,15,0,10,15,7,1
23213,p,9.52,2,7,0,0,0,1,7,10.71,31.66,7,15,7,15,15,0,10,15,7,2
23214,p,12.03,2,7,0,0,0,1,7,12.2,32.33,7,15,7,15,15,0,10,15,7,2
23215,p,12.23,2,7,0,0,0,1,7,11.89,35.82,7,15,7,15,15,0,10,15,7,2
23216,p,6.99,2,7,0,0,0,1,7,8.97,31.06,7,15,7,15,15,0,10,15,7,2
23217,p,9.74,2,7,0,0,0,1,7,12.21,30.28,7,15,7,15,15,0,10,15,7,1
23218,p,10.02,2,7,0,0,0,1,7,8.78,25.65,7,15,7,15,15,0,10,15,7,2
23219,p,9.51,2,7,0,0,0,1,7,12.47,34.61,7,15,7,15,15,0,10,15,7,2
23220,p,10.92,2,7,0,0,0,1,7,11.17,33.45,7,15,7,15,15,0,10,15,7,2
23221,p,7.65,2,7,0,0,0,1,7,8.64,23.7,7,15,7,15,15,0,10,15,7,2
23222,p,11.87,2,7,0,0,0,1,7,11.45,36.63,7,15,7,15,15,0,10,15,7,1
23223,p,8.51,2,7,0,0,0,1,7,10.54,29.32,7,15,7,15,15,0,10,15,7,2
23224,p,10.23,2,7,0,0,0,1,7,7.58,29.82,7,15,7,15,15,0,10,15,7,1
23225,p,11.12,2,7,0,0,0,1,7,8.92,27.53,7,15,7,15,15,0,10,15,7,1
23226,p,9.27,2,7,0,0,0,1,7,10.36,27.51,7,15,7,15,15,0,10,15,7,1
23227,p,10.11,2,7,0,0,0,1,7,11.75,28.59,7,15,7,15,15,0,10,15,7,1
23228,p,9.15,2,7,0,0,0,1,7,9.1,28.97,7,15,7,15,15,0,10,15,7,1
23229,p,9.75,2,7,0,0,0,1,7,8.58,27.5,7,15,7,15,15,0,10,15,7,2
23230,p,11.3,2,7,0,0,0,1,7,11.98,34.88,7,15,7,15,15,0,10,15,7,2
23231,p,11.43,2,7,0,0,0,1,7,10.66,29.46,7,15,7,15,15,0,10,15,7,2
23232,p,9.52,2,7,0,0,0,1,7,11.62,28.98,7,15,7,15,15,0,10,15,7,1
23233,p,9.3,2,7,0,0,0,1,7,11.42,29.06,7,15,7,15,15,0,10,15,7,2
23234,p,9.17,2,7,0,0,0,1,7,10.02,32.1,7,15,7,15,15,0,10,15,7,1
23235,p,9.98,2,7,0,0,0,1,7,9.37,28.53,7,15,7,15,15,0,10,15,7,2
23236,p,9.6,2,7,0,0,0,1,7,10.84,28.52,7,15,7,15,15,0,10,15,7,1
23237,p,9.45,2,7,0,0,0,1,7,9.19,26.84,7,15,7,15,15,0,10,15,7,1
23238,p,12.05,2,7,0,0,0,1,7,9.85,25.21,7,15,7,15,15,0,10,15,7,1
23239,p,12.15,2,7,0,0,0,1,7,11.0,30.19,7,15,7,15,15,0,10,15,7,1
23240,p,9.53,2,7,0,0,0,1,7,11.79,27.76,7,15,7,15,15,0,10,15,7,2
23241,p,11.48,2,7,0,0,0,1,7,11.28,33.82,7,15,7,15,15,0,10,15,7,1
23242,p,11.11,2,7,0,0,0,1,7,11.78,33.87,7,15,7,15,15,0,10,15,7,2
23243,p,9.49,2,7,0,0,0,1,7,9.44,25.92,7,15,7,15,15,0,10,15,7,2
23244,p,10.46,2,7,0,0,0,1,7,10.75,27.97,7,15,7,15,15,0,10,15,7,1
23245,p,11.17,2,7,0,0,0,1,7,12.87,31.38,7,15,7,15,15,0,10,15,7,2
23246,p,10.62,2,7,0,0,0,1,7,9.61,28.78,7,15,7,15,15,0,10,15,7,1
23247,p,11.21,2,7,0,0,0,1,7,10.8,33.62,7,15,7,15,15,0,10,15,7,2
23248,p,12.82,2,7,0,0,0,1,7,11.97,29.82,7,15,7,15,15,0,10,15,7,1
23249,p,11.1,2,7,0,0,0,1,7,11.19,34.23,7,15,7,15,15,0,10,15,7,1
23250,p,10.34,2,7,0,0,0,1,7,11.28,35.16,7,15,7,15,15,0,10,15,7,1
23251,p,7.17,2,7,0,0,0,1,7,7.04,25.2,7,15,7,15,15,0,10,15,7,2
23252,p,9.59,2,7,0,0,0,1,7,11.79,29.5,7,15,7,15,15,0,10,15,7,2
23253,p,9.43,2,7,0,0,0,1,7,10.92,27.82,7,15,7,15,15,0,10,15,7,2
23254,p,10.83,2,7,0,0,0,1,7,12.64,27.79,7,15,7,15,15,0,10,15,7,1
23255,p,10.0,2,7,0,0,0,1,7,8.51,25.07,7,15,7,15,15,0,10,15,7,1
23256,p,10.43,2,7,0,0,0,1,7,11.69,29.28,7,15,7,15,15,0,10,15,7,1
23257,p,9.94,2,7,0,0,0,1,7,9.46,28.86,7,15,7,15,15,0,10,15,7,1
23258,p,10.35,2,7,0,0,0,1,7,11.51,30.83,7,15,7,15,15,0,10,15,7,1
23259,p,11.89,2,7,0,0,0,1,7,10.19,33.89,7,15,7,15,15,0,10,15,7,2
23260,p,9.62,2,7,0,0,0,1,7,10.68,30.27,7,15,7,15,15,0,10,15,7,2
23261,p,7.99,2,7,0,0,0,1,7,10.58,30.61,7,15,7,15,15,0,10,15,7,1
23262,p,9.61,2,7,0,0,0,1,7,7.73,20.41,7,15,7,15,15,0,10,15,7,1
23263,p,8.78,2,7,0,0,0,1,7,9.69,26.94,7,15,7,15,15,0,10,15,7,2
23264,p,8.72,2,7,0,0,0,1,7,7.06,25.74,7,15,7,15,15,0,10,15,7,2
23265,p,8.74,2,7,0,0,0,1,7,9.3,30.46,7,15,7,15,15,0,10,15,7,1
23266,p,12.74,2,7,0,0,0,1,7,11.22,33.77,7,15,7,15,15,0,10,15,7,1
23267,p,10.33,2,7,0,0,0,1,7,9.47,29.82,7,15,7,15,15,0,10,15,7,1
23268,p,11.2,2,7,0,0,0,1,7,9.96,30.1,7,15,7,15,15,0,10,15,7,1
23269,p,11.07,2,7,0,0,0,1,7,10.46,31.48,7,15,7,15,15,0,10,15,7,2
23270,p,9.62,2,7,0,0,0,1,7,12.75,33.53,7,15,7,15,15,0,10,15,7,1
23271,p,12.26,2,7,0,0,0,1,7,12.18,28.73,7,15,7,15,15,0,10,15,7,1
23272,p,11.85,2,7,0,0,0,1,7,12.35,32.21,7,15,7,15,15,0,10,15,7,2
23273,p,9.35,2,7,0,0,0,1,7,10.43,29.95,7,15,7,15,15,0,10,15,7,2
23274,p,10.73,2,7,0,0,0,1,7,11.11,29.89,7,15,7,15,15,0,10,15,7,1
23275,p,10.42,2,7,0,0,0,1,7,7.85,28.21,7,15,7,15,15,0,10,15,7,1
23276,p,13.99,2,7,0,0,0,1,7,11.95,31.82,7,15,7,15,15,0,10,15,7,1
23277,p,10.0,2,7,0,0,0,1,7,12.18,38.37,7,15,7,15,15,0,10,15,7,1
23278,p,9.86,2,7,0,0,0,1,7,8.02,23.35,7,15,7,15,15,0,10,15,7,1
23279,p,12.25,2,7,0,0,0,1,7,9.99,28.53,7,15,7,15,15,0,10,15,7,1
23280,p,9.15,2,7,0,0,0,1,7,8.96,21.84,7,15,7,15,15,0,10,15,7,2
23281,p,10.88,2,7,0,0,0,1,7,9.92,26.59,7,15,7,15,15,0,10,15,7,2
23282,p,7.67,2,7,0,0,0,1,7,10.8,31.6,7,15,7,15,15,0,10,15,7,1
23283,p,9.68,2,7,0,0,0,1,7,9.1,31.39,7,15,7,15,15,0,10,15,7,1
23284,p,9.9,2,7,0,0,0,1,7,11.11,29.43,7,15,7,15,15,0,10,15,7,1
23285,p,10.96,2,7,0,0,0,1,7,9.76,29.31,7,15,7,15,15,0,10,15,7,2
23286,p,11.2,2,7,0,0,0,1,7,9.98,26.47,7,15,7,15,15,0,10,15,7,1
23287,p,12.74,2,7,0,0,0,1,7,11.43,32.89,7,15,7,15,15,0,10,15,7,1
23288,p,11.46,2,7,0,0,0,1,7,11.89,30.65,7,15,7,15,15,0,10,15,7,1
23289,p,8.89,2,7,0,0,0,1,7,10.36,33.39,7,15,7,15,15,0,10,15,7,2
23290,p,11.0,2,7,0,0,0,1,7,11.45,29.51,7,15,7,15,15,0,10,15,7,1
23291,p,8.96,2,7,0,0,0,1,7,9.66,29.64,7,15,7,15,15,0,10,15,7,1
23292,p,12.37,2,7,0,0,0,1,7,9.35,26.14,7,15,7,15,15,0,10,15,7,1
23293,p,10.09,2,7,0,0,0,1,7,9.79,28.65,7,15,7,15,15,0,10,15,7,2
23294,p,11.07,2,7,0,0,0,1,7,8.95,26.44,7,15,7,15,15,0,10,15,7,2
23295,p,10.73,2,7,0,0,0,1,7,10.09,33.47,7,15,7,15,15,0,10,15,7,1
23296,p,10.58,2,7,0,0,0,1,7,9.74,30.61,7,15,7,15,15,0,10,15,7,1
23297,p,8.41,2,7,0,0,0,1,7,10.39,31.3,7,15,7,15,15,0,10,15,7,2
23298,p,9.94,2,7,0,0,0,1,7,10.7,31.78,7,15,7,15,15,0,10,15,7,2
23299,p,4.12,3,15,5,0,0,15,7,4.78,8.5,7,15,7,15,15,0,10,15,7,1
23300,p,2.62,4,15,5,0,0,15,7,3.68,5.97,7,15,7,15,15,0,10,15,7,2
23301,p,4.91,3,15,5,0,0,15,7,4.69,7.76,7,15,8,15,15,0,10,15,7,2
23302,p,3.58,4,15,5,0,0,15,7,4.81,7.09,7,15,7,15,15,0,10,15,7,2
23303,p,3.38,3,15,5,0,0,15,7,4.94,8.33,7,15,8,15,15,0,10,15,7,2
23304,p,3.75,3,15,5,0,0,15,7,4.0,7.31,7,15,7,15,15,0,10,15,7,2
23305,p,3.58,3,15,5,0,0,15,7,4.04,7.58,7,15,8,15,15,0,10,15,7,2
23306,p,4.02,3,15,5,0,0,15,7,4.03,6.4,7,15,8,15,15,0,10,15,7,1
23307,p,3.93,4,15,5,0,0,15,7,5.01,7.27,7,15,8,15,15,0,10,15,7,1
23308,p,3.83,4,15,5,0,0,15,7,4.87,7.87,7,15,7,15,15,0,10,15,7,1
23309,p,2.7,4,15,5,0,0,15,7,4.74,7.48,7,15,7,15,15,0,10,15,7,1
23310,p,3.79,4,15,5,0,0,15,7,4.64,7.13,7,15,7,15,15,0,10,15,7,1
23311,p,3.76,3,15,5,0,0,15,7,3.8,7.7,7,15,8,15,15,0,10,15,7,1
23312,p,4.32,3,15,5,0,0,15,7,4.79,8.58,7,15,8,15,15,0,10,15,7,2
23313,p,3.95,4,15,5,0,0,15,7,4.18,6.56,7,15,8,15,15,0,10,15,7,2
23314,p,4.11,3,15,5,0,0,15,7,5.25,8.36,7,15,7,15,15,0,10,15,7,2
23315,p,2.89,4,15,5,0,0,15,7,4.02,7.45,7,15,8,15,15,0,10,15,7,1
23316,p,3.6,3,15,5,0,0,15,7,5.14,7.74,7,15,8,15,15,0,10,15,7,1
23317,p,2.79,3,15,5,0,0,15,7,4.08,6.15,7,15,8,15,15,0,10,15,7,1
23318,p,3.99,4,15,5,0,0,15,7,4.79,8.4,7,15,7,15,15,0,10,15,7,2
23319,p,4.77,3,15,5,0,0,15,7,4.42,7.63,7,15,7,15,15,0,10,15,7,1
23320,p,3.25,4,15,5,0,0,15,7,4.07,7.0,7,15,8,15,15,0,10,15,7,1
23321,p,3.7,4,15,5,0,0,15,7,3.88,6.62,7,15,7,15,15,0,10,15,7,2
23322,p,3.21,3,15,5,0,0,15,7,4.64,7.09,7,15,7,15,15,0,10,15,7,2
23323,p,4.2,4,15,5,0,0,15,7,4.58,8.19,7,15,8,15,15,0,10,15,7,2
23324,p,3.66,3,15,5,0,0,15,7,4.49,8.28,7,15,8,15,15,0,10,15,7,2
23325,p,4.02,3,15,5,0,0,15,7,4.59,7.67,7,15,7,15,15,0,10,15,7,2
23326,p,5.4,4,15,5,0,0,15,7,5.09,8.76,7,15,8,15,15,0,10,15,7,1
23327,p,4.25,4,15,5,0,0,15,7,4.39,7.92,7,15,8,15,15,0,10,15,7,1
23328,p,5.05,4,15,5,0,0,15,7,4.92,8.49,7,15,8,15,15,0,10,15,7,1
23329,p,3.78,3,15,5,0,0,15,7,5.0,8.25,7,15,7,15,15,0,10,15,7,2
23330,p,4.33,3,15,5,0,0,15,7,4.07,7.78,7,15,8,15,15,0,10,15,7,1
23331,p,3.44,3,15,5,0,0,15,7,3.99,7.69,7,15,8,15,15,0,10,15,7,1
23332,p,3.79,4,15,5,0,0,15,7,4.2,6.47,7,15,7,15,15,0,10,15,7,1
23333,p,3.68,3,15,5,0,0,15,7,4.27,6.64,7,15,8,15,15,0,10,15,7,2
23334,p,4.87,3,15,5,0,0,15,7,4.47,7.82,7,15,8,15,15,0,10,15,7,1
23335,p,3.97,4,15,5,0,0,15,7,5.3,8.37,7,15,7,15,15,0,10,15,7,2
23336,p,4.88,3,15,5,0,0,15,7,4.96,8.37,7,15,7,15,15,0,10,15,7,1
23337,p,3.01,4,15,5,0,0,15,7,4.01,7.05,7,15,7,15,15,0,10,15,7,1
23338,p,2.53,4,15,5,0,0,15,7,4.99,7.72,7,15,7,15,15,0,10,15,7,1
23339,p,4.01,4,15,5,0,0,15,7,4.56,7.02,7,15,7,15,15,0,10,15,7,2
23340,p,3.99,4,15,5,0,0,15,7,4.47,6.7,7,15,7,15,15,0,10,15,7,1
23341,p,3.88,4,15,5,0,0,15,7,4.55,7.1,7,15,7,15,15,0,10,15,7,1
23342,p,3.32,4,15,5,0,0,15,7,4.61,7.57,7,15,8,15,15,0,10,15,7,1
23343,p,4.79,3,15,5,0,0,15,7,4.36,8.33,7,15,7,15,15,0,10,15,7,2
23344,p,4.04,3,15,5,0,0,15,7,4.41,6.95,7,15,7,15,15,0,10,15,7,2
